,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,label
366,115.1,115.45,113.6,115.45,11507400,112.87
367,113.98,115.44,113.98,115.44,4666400,112.65
368,116.11,117.25,114.56,114.84,6109000,114.05
369,113.35,114.98,111.76,113.09,8706600,114.18
370,112,114.7,111.37,112.1,8095800,115.1
371,112.6,114.43,112.5,112.87,5607200,113
372,113.6,114.9,111.75,112.65,5657900,114.35
373,111.25,114.05,111.25,114.05,5657400,114.19
374,113.1,114.18,113.1,114.18,3873500,113.26
375,113.8,116.95,113.75,115.1,8154900,110.9
376,115.45,116.65,113,113,9450500,104.72
377,113.35,115.4,113,114.35,5800400,101.96
378,114.1,114.19,112.98,114.19,3325800,103.85
379,112.6,113.26,112.1,113.26,3797400,107.8
380,110.9,110.9,106.5,110.9,9852600,108.53
381,106.36,106.95,103.86,104.72,9290700,109.38
382,104.59,105.4,101.63,101.96,10220900,108.58
383,101.6,104.13,101.5,103.85,8814900,104.28
384,105.9,107.8,105.9,107.8,7683300,104
385,106.15,109.3,106.11,108.53,7820500,105.7
386,108.53,109.38,107.82,109.38,4647100,105.85
387,106.1,108.58,106.1,108.58,7191000,104.51
388,105.96,107.6,103.25,104.28,10960800,105.4
389,105.46,106,103.1,104,13611600,106
390,103.26,105.7,103.07,105.7,8872100,105.95
391,105.56,106.95,105.45,105.85,6313800,106.25
392,104.71,106,103.79,104.51,7275900,107
393,104.5,105.4,104.5,105.4,5291500,107.06
394,104.75,106,104.75,106,7507700,108.8
395,104.75,105.95,104.7,105.95,3725000,108.18
396,104.9,106.25,104.9,106.25,3422400,107.37
397,105.9,107,105.21,107,4481000,107.37
398,105.35,108.5,105.31,107.06,6032900,104.19
399,108.36,109.47,107.92,108.8,5669300,104.08
400,107.66,108.48,107.1,108.18,3684900,104.95
401,107.25,107.37,106.51,107.37,3375000,105.86
402,105.8,107.37,105.8,107.37,3495200,106.2
403,105,106.1,104.12,104.19,6297500,105.01
404,103.7,104.54,102.7,104.08,6706900,105.75
405,103.85,104.95,102.81,104.95,5242800,104.59
406,105,106.64,104.65,105.86,5975400,104.1
407,106.5,106.85,105.4,106.2,5691700,101.89
408,106.35,106.59,105.01,105.01,4699300,103.96
409,104.2,106.02,103.66,105.75,6185200,103
410,105.49,105.49,103.9,104.59,6956500,106.99
411,104.68,105,102.89,104.1,5549100,106.86
412,103.85,104.97,101.55,101.89,6467400,104.95
413,102.5,104.04,101.76,103.96,8042800,104.13
414,104,104.7,103,103,5433700,100.36
415,103.95,107.8,103.41,106.99,7663700,100
416,106.99,108.2,106.75,106.86,4512700,101.49
417,106.9,107.17,104.87,104.95,5795300,100.69
418,105.75,105.9,103.82,104.13,4776100,98
419,102.75,103.12,98.86,100.36,14877100,96.59
420,101,101.3,99.35,100,8099000,96.47
421,100.15,103.13,99.32,101.49,9891800,93.34
422,101.5,102.82,99.61,100.69,11806700,96.75
423,100.68,100.68,97.65,98,9021100,96.85
424,97.9,98.14,96.01,96.59,10499800,93.4
425,96,97.4,95.59,96.47,10167100,90.5
426,93.9,95.86,92.3,93.34,14838600,95.54
427,94,96.75,94,96.75,12304500,94.45
428,96.4,96.85,96,96.85,14880700,91.3
429,94.1,95.75,92.85,93.4,15042400,90
430,90.6,93.5,89.5,90.5,18146700,92.71
431,91.8,95.54,91.8,95.54,11201800,93.48
432,94.1,96,93.41,94.45,12519400,93.77
433,94.45,94.45,90.3,91.3,13724500,96.95
434,91.3,91.5,87.49,90,13145600,97.31
435,90.2,92.71,90.2,92.71,11077200,98.02
436,91.72,93.48,91.72,93.48,8673600,99
437,92.3,93.9,92.1,93.77,7168800,97.14
438,92.9,97.62,92.4,96.95,11047000,97.25
439,97.15,98.88,96.8,97.31,9691100,99.4
440,96.65,98.45,95.37,98.02,9676900,100.84
441,98.03,99,98.03,99,7093100,102.76
442,98.5,98.5,96.76,97.14,7525300,103
443,95,97.3,94.9,97.25,10498100,106.7
444,97.7,99.4,96.65,99.4,11327600,103.75
445,98.7,101,98,100.84,11310600,102.65
446,99.85,102.76,99.85,102.76,10205400,105.25
447,101.87,103,101.85,103,12051200,105.81
448,106.3,106.7,102.9,106.7,18920500,108.75
449,103.05,103.75,101.26,103.75,10696900,110.66
450,101.65,102.74,100.07,102.65,11754000,111.16
451,102.65,105.78,101.9,105.25,7616700,108.62
452,105.75,106.69,104.55,105.81,7310900,108.65
453,106.5,108.75,106.5,108.75,8299700,108.07
454,108.05,110.85,106.75,110.66,9615100,109.89
455,110,112.1,109.62,111.16,10114200,109.5
456,110.5,110.7,108.62,108.62,6861400,109.97
457,107.8,109.72,107.77,108.65,8612000,114.8
458,109.6,111.12,108.07,108.07,7160200,115.2
459,107.25,110.17,106.9,109.89,8024300,115.56
460,109.15,110.3,108.77,109.5,6196800,114.08
461,109.95,110.59,109.08,109.97,5723400,114.86
462,109.6,114.8,109.6,114.8,8484000,116.7
463,113.05,115.2,113.05,115.2,10059600,114.35
464,113.96,115.56,113.81,115.56,7917900,116.33
465,113.1,114.88,113.1,114.08,5009000,114.5
466,113,114.9,112.05,114.86,5592500,115
467,115.7,117,115.7,116.7,8922800,116.8
468,116.7,116.85,113.33,114.35,8090700,114.34
469,114.1,116.33,114.1,116.33,6963100,115.35
470,115,115,112.55,114.5,6658600,116.33
471,114.7,115.8,113.77,115,4915000,114.2
472,114.35,116.8,114.35,116.8,6452600,112.15
473,114.95,115.25,113.05,114.34,4184700,114.43
474,114.29,115.37,113.72,115.35,1714000,115.59
475,115.9,116.4,115.2,116.33,4852900,114.85
476,116.25,116.3,114.07,114.2,6877200,116.64
477,114.1,114.38,112.1,112.15,6156800,121.98
478,112.9,114.55,111.81,114.43,6106300,121.7
479,114.43,115.94,113.8,115.59,5493400,121
480,114.8,114.85,114.13,114.85,5785800,119.66
481,114.3,116.72,113.38,116.64,6570500,121.5
482,116.85,121.98,116.85,121.98,14646400,123.2
483,120.5,121.7,120.14,121.7,11225700,120.25
484,119.5,121,119.5,121,6889300,121.1
485,120,121,119.41,119.66,5344900,121.34
486,120.4,122.74,119.8,121.5,7770000,122.97
487,121.12,123.21,119,123.2,7819100,124.7
488,121.55,122.3,120.12,120.25,7884100,122.7
489,120.8,121.48,119.41,121.1,6880400,122
490,120.15,122.14,120.15,121.34,6164400,122.48
491,121.51,122.97,121.51,122.97,5591100,122.4
492,121.9,124.7,121.9,124.7,7698000,123.93
493,123.89,124,122.15,122.7,6290600,122.9
494,122.7,123.5,121.71,122,8151800,123.24
495,122.05,122.48,121.45,122.48,1654600,121.5
496,122,123.7,121.81,122.4,3857500,123.66
497,122.75,123.93,122.75,123.93,3826400,125.6
498,123.5,123.88,122.35,122.9,4213200,124.05
499,122.75,123.24,120.96,123.24,3520500,125.2
500,120.6,121.5,119.8,121.5,6862800,124.49
501,121.5,124.22,120.79,123.66,8534200,122.14
502,124.05,125.6,124.05,125.6,8405200,122.18
503,125,126.19,123.7,124.05,5926700,120.09
504,124.25,125.2,124.25,125.2,5311800,118.85
505,124.7,126.39,124.15,124.49,6834600,117.4
506,123.75,124,121.42,122.14,8762700,120.55
507,121.5,122.18,120.31,122.18,4798300,114.25
508,120,120.09,118.05,120.09,10026800,110.5
509,118.05,119.7,117.72,118.85,5637600,111.25
510,118,118.75,117.25,117.4,5339700,109.73
511,119.85,120.55,119.85,120.55,9202000,109.28
512,114.25,114.9,112.81,114.25,18320800,110.21
513,114.25,114.26,110.33,110.5,9927500,103
514,110.8,111.25,107.9,111.25,12556700,105.55
515,108.8,109.73,108.72,109.73,8547100,107.89
516,108.5,110.69,108.1,109.28,6752200,108
517,109.5,110.21,108.15,110.21,7092900,106.8
518,108.15,108.56,102.42,103,14208900,108.5
519,104.25,105.75,101,105.55,17586200,107.82
520,106.4,107.98,104.5,107.89,9771000,107
521,107.64,109.21,106.64,108,6799500,105.72
522,108,108,105.99,106.8,6601900,107.38
523,106.25,108.5,106.25,108.5,6711700,106.57
524,106.7,107.82,106.63,107.82,6681900,108.48
525,106.64,107,103.91,107,7254300,107.89
526,103,105.72,103,105.72,8339400,102.89
527,105,107.69,104.51,107.38,6236400,99.54
528,106.75,107.89,106.06,106.57,4546300,99.31
529,106.7,108.48,106.7,108.48,5086900,96.38
530,109,109.15,107.2,107.89,5776000,99.2
531,104.8,104.8,101.7,102.89,18200200,99.25
532,101.5,101.7,98.87,99.54,13351900,97.15
533,99.54,99.85,97.04,99.31,14501500,100.31
534,98.75,99.7,96.01,96.38,10091400,99.6
535,96.38,99.2,96.38,99.2,10471600,103.1
536,98.45,99.25,98.3,99.25,9902800,106.539
537,99,99.19,95.99,97.15,11608100,106.5
538,98.1,100.31,97.83,100.31,11978700,107.09
539,98.49,99.6,98.12,99.6,7939000,103.71
540,98.6,103.1,98.6,103.1,10492900,107.34
541,103.35,106.539,103.35,106.539,10767700,105.24
542,104.25,106.5,104.25,106.5,7562300,108.41
543,105.15,107.09,105.15,107.09,7687700,108.65
544,107.3,107.5,103.24,103.71,10926600,106.6
545,104.82,107.34,104.82,107.34,10726400,107.45
546,104.35,105.97,103.6,105.24,8639100,106.35
547,105.52,108.85,105.51,108.41,11033100,107.49
548,108.3,108.65,107.18,108.65,6409200,105.5
549,107.02,107.94,106.59,106.6,4951200,106.78
550,106.55,107.45,106.55,107.45,10864100,105.6
551,107.1,108.64,106.23,106.35,5230400,103.56
552,106.85,108.05,106.49,107.49,4581900,105.7
553,106.9,106.9,105.49,105.5,4822500,103.39
