,preCloseIndex,openIndex,lowestIndex,highestIndex,closeIndex,turnoverVol,label
258,909.7299800000001,909.9099699999999,888.31,911.9299900000001,890.3499800000001,4716500000,850.12
259,890.3499800000001,890.4000199999999,864.3200099999999,890.4000199999999,870.26001,4725050000,805.21997
260,870.26001,869.7899800000001,862.0200199999999,877.0200199999999,871.7899800000001,5567460000,840.23999
261,871.7899800000001,867.2800300000001,836.9299900000001,867.2800300000001,842.62,5407880000,827.5
262,842.62,841.98999,817.03998,851.5900300000001,843.73999,7807350000,831.9500099999999
263,843.73999,844.4500099999999,830.65997,858.13,850.12,6786040000,836.5700099999999
264,850.12,849.64001,804.46997,849.64001,805.21997,6375230000,845.7100199999999
265,805.21997,806.77002,804.2999900000001,841.7199699999999,840.23999,6467830000,874.0900300000001
266,840.23999,839.73999,811.28998,839.73999,827.5,5843830000,845.14001
267,827.5,822.15997,806.0700099999999,838.60999,831.9500099999999,5832160000,825.88
268,831.9500099999999,832.5,827.69,852.5300300000001,836.5700099999999,6039940000,825.44
269,836.5700099999999,837.2999900000001,835.40002,850.4500099999999,845.7100199999999,5353260000,838.51001
270,845.7100199999999,845.7299800000001,845.7299800000001,877.85999,874.0900300000001,6199180000,832.22998
271,874.0900300000001,868.89001,844.1500199999999,868.89001,845.14001,5067060000,845.8499800000001
272,845.14001,845.69,821.66998,851.6599699999999,825.88,5350580000,868.5999800000001
273,825.88,823.09003,812.87,830.78003,825.44,5673270000,869.89001
274,825.44,825.69,821.97998,842.5999800000001,838.51001,5886310000,827.15997
275,838.51001,837.77002,829.1799900000001,851.8499800000001,832.22998,6420450000,833.73999
276,832.22998,831.75,819.90997,850.5499900000001,845.8499800000001,6624030000,835.19
277,845.8499800000001,846.0900300000001,845.4199800000001,870.75,868.5999800000001,6484100000,826.84003
278,868.5999800000001,868.23999,861.6500199999999,875.01001,869.89001,5574370000,789.16998
279,869.89001,866.87,822.98999,868.0499900000001,827.15997,6770170000,788.41998
280,827.15997,827.40997,822.2999900000001,838.21997,833.73999,5926460000,778.94
281,833.73999,829.90997,808.06,835.47998,835.19,6476460000,770.0499900000001
282,835.19,833.9500099999999,825.21002,839.4299900000001,826.84003,5296650000,743.33002
283,826.84003,818.60999,789.16998,818.60999,789.16998,5907820000,773.14001
284,789.16998,791.06,780.4299900000001,796.16998,788.41998,5740710000,764.90002
285,788.41998,787.90997,777.03003,797.58002,778.94,5746940000,752.83002
286,778.94,775.87,754.25,778.69,770.0499900000001,8210590000,735.09003
287,770.0499900000001,773.25,742.37,777.84998,743.33002,6509300000,700.8200099999999
288,743.33002,744.69,744.69,775.48999,773.14001,7234490000,696.33002
289,773.14001,770.64001,752.89001,780.12,764.90002,7483640000,712.87
290,764.90002,765.76001,751.75,779.41998,752.83002,7599970000,682.5499900000001
291,752.83002,749.9299900000001,734.52002,751.27002,735.09003,8926480000,683.38
292,735.09003,729.5700099999999,699.7000099999999,729.5700099999999,700.8200099999999,7868290000,676.53003
293,700.8200099999999,704.44,692.2999900000001,711.66998,696.33002,7583230000,719.59998
294,696.33002,698.59998,698.59998,724.12,712.87,7673620000,721.35999
295,712.87,708.27002,677.9299900000001,708.27002,682.5499900000001,7507250000,750.73999
296,682.5499900000001,684.03998,666.78998,699.09003,683.38,7331830000,756.5499900000001
297,683.38,680.76001,672.88,695.27002,676.53003,7277320000,753.89001
298,676.53003,679.28003,679.28003,719.59998,719.59998,8618330000,778.12
299,719.59998,719.59003,713.84998,731.91998,721.35999,7287810000,794.34998
300,721.35999,720.89001,714.76001,752.63,750.73999,7326630000,784.03998
301,750.73999,751.96997,742.46002,758.28998,756.5499900000001,6787090000,768.53998
302,756.5499900000001,758.84003,753.37,774.53003,753.89001,7883540000,822.91998
303,753.89001,753.88,749.9299900000001,778.12,778.12,6156800000,806.12
304,778.12,776.01001,765.64001,803.03998,794.34998,9098450000,813.88
305,794.34998,797.91998,781.8200099999999,803.23999,784.03998,9033870000,832.85999
306,784.03998,784.58002,766.2000099999999,788.90997,768.53998,7643720000,815.94
307,768.53998,772.31,772.31,823.37,822.91998,7715770000,787.53003
